session,task,run,subj,name,trial.type,load,numtrials,probe,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,load01,load01.trial.type
proactive,Stern,2,158136,pro_ste_run2_158136,NN,2,2,coal,2800,1,519,1,1,164259,173058,173577,42249,8,122.01,130.809,131.328,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NN,3,1,film,2800,1,653,1,1,177457,186255,186908,42249,9,135.208,144.006,144.659,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,RN,3,1,singer,4000,1,567,1,1,190655,199453,200020,42249,10,148.406,157.204,157.771,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5RN
proactive,Stern,2,158136,pro_ste_run2_158136,NN,5,2,herd,1600,1,661,1,1,205052,213851,214512,42249,11,162.803,171.602,172.263,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,5,3,flight,2800,1,740,2,2,217051,225866,226606,42249,12,174.802,183.617,184.357,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,2,2,quote,2800,1,475,2,2,230265,239064,239539,42249,13,188.016,196.815,197.29,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,5,2,fury,2800,1,617,1,1,243463,252262,252879,42249,14,201.214,210.013,210.63,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,5,3,stroke,4000,1,585,2,2,256661,265460,266045,42249,15,214.412,223.211,223.796,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,3,2,gold,2800,1,745,2,2,301054,309853,310598,42249,16,258.805,267.604,268.349,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,3,2,sailor,4000,1,466,2,2,314252,323067,323533,42249,17,272.003,280.818,281.284,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,5,3,thing,4000,1,457,2,2,328666,337465,337922,42249,18,286.417,295.216,295.673,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,5,2,kids,4000,1,1009,1,1,343064,351863,352872,42249,19,300.815,309.614,310.623,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NN
proactive,Stern,2,158136,pro_ste_run2_158136,RN,2,1,onion,4000,1,665,1,1,357462,366260,366925,42249,20,315.213,324.011,324.676,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5RN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,5,3,grill,1600,1,1205,2,2,371859,380658,381863,42249,21,329.61,338.409,339.614,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,4,1,barber,4000,1,682,1,1,383858,392656,393338,42249,22,341.609,350.407,351.089,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NN,2,2,flaw,1600,1,866,1,1,398255,407054,407920,42249,23,356.006,364.805,365.671,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NN,3,1,grain,2800,1,689,1,1,410253,419052,419741,42249,24,368.004,376.803,377.492,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,2,2,nerve,1600,1,801,2,2,423451,432267,433068,42249,25,381.202,390.018,390.819,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,5,3,class,2800,1,752,2,2,435466,444265,445017,42249,26,393.217,402.016,402.768,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,2,2,tally,2800,1,541,1,1,448664,457463,458004,42249,27,406.415,415.214,415.755,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,2,2,photo,1600,1,736,2,2,461862,470660,471396,42249,28,419.613,428.411,429.147,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,5,2,zebra,1600,1,666,1,1,473860,482659,483325,42249,29,431.611,440.41,441.076,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NN
proactive,Stern,2,158136,pro_ste_run2_158136,RN,5,1,pupil,2800,1,683,1,1,485858,494657,495340,42249,30,443.609,452.408,453.091,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5RN
proactive,Stern,2,158136,pro_ste_run2_158136,NN,2,1,list,2800,1,571,1,1,529051,537867,538438,42249,31,486.802,495.618,496.189,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,3,1,tissue,2800,1,649,2,2,542266,551064,551713,42249,32,500.017,508.815,509.464,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,2,3,point,4000,1,488,2,2,555464,564262,564750,42249,33,513.215,522.013,522.501,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,5,2,output,2800,1,769,1,1,569861,578660,579429,42249,34,527.612,536.411,537.18,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,5,3,finger,1600,1,715,2,2,583059,591858,592573,42249,35,540.81,549.609,550.324,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,2,3,grace,1600,1,592,2,2,595057,603856,604448,42249,36,552.808,561.607,562.199,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,3,2,filter,4000,1,611,1,1,607056,615854,616465,42249,37,564.807,573.605,574.216,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,5,3,click,4000,1,800,2,2,621453,630252,631052,42249,38,579.204,588.003,588.803,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,3,2,cows,1600,1,687,1,1,635851,644666,645353,42249,39,593.602,602.417,603.104,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
proactive,Stern,2,158136,pro_ste_run2_158136,RN,5,1,need,1600,1,881,1,1,647866,656664,657545,42249,40,605.617,614.415,615.296,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5RN
proactive,Stern,2,158136,pro_ste_run2_158136,NP,5,3,void,4000,1,678,2,2,659864,668663,669341,42249,41,617.615,626.414,627.092,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,2,3,talent,2800,1,552,2,2,674262,683060,683612,42249,42,632.013,640.811,641.363,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NP,4,1,clown,1600,0,535,1,2,687460,696258,696793,42249,43,645.211,654.009,654.544,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NP
proactive,Stern,2,158136,pro_ste_run2_158136,NN,5,2,signal,2800,1,771,1,1,699458,708256,709027,42249,44,657.209,666.007,666.778,28.408,256.405,484.419,228.01,456.024,684.021,LL5,LL5NN
proactive,Stern,2,158136,pro_ste_run2_158136,NN,4,1,grip,4000,1,845,1,1,712656,721454,722299,42249,45,670.407,679.205,680.05,28.408,256.405,484.419,228.01,456.024,684.021,not5,not5NN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,8,2,brow,4000,1,1164,2,2,133286,142085,143249,102472,1,30.814,39.613,40.777,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,5,2,jets,4000,1,1150,1,1,147684,156482,157632,102472,2,45.212,54.01,55.16,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,touch,2800,1,507,2,2,162098,170897,171404,102472,3,59.626,68.425,68.932,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,pound,1600,1,729,2,2,175296,184095,184824,102472,4,72.824,81.623,82.352,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,7,1,rivals,4000,1,1066,1,1,187294,196093,197159,102472,5,84.822,93.621,94.687,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,6,1,name,1600,1,773,2,2,201692,210490,211263,102472,6,99.22,108.018,108.791,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,7,2,world,4000,1,1005,2,2,213690,222488,223493,102472,7,111.218,120.016,121.021,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,8,2,marker,1600,0,1390,2,1,228088,236886,238276,102472,8,125.616,134.414,135.804,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,wife,2800,0,1271,1,2,240086,248884,250155,102472,9,137.614,146.412,147.683,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,5,2,paper,2800,1,1132,1,1,253284,262082,263214,102472,10,150.812,159.61,160.742,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NN,5,1,chin,2800,1,784,1,1,266482,275297,276081,102472,11,164.01,172.825,173.609,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,7,2,grill,4000,1,901,2,2,279696,288495,289396,102472,12,177.224,186.023,186.924,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,8,2,rhyme,2800,1,909,1,1,294094,302892,303801,102472,13,191.622,200.42,201.329,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,8,2,goods,1600,1,1064,2,2,307292,316090,317154,102472,14,204.82,213.618,214.682,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,6,1,reign,1600,0,1016,2,1,319290,328088,329104,102472,15,216.818,225.616,226.632,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,harbor,2800,1,554,2,2,361283,370082,370636,102472,16,258.811,267.61,268.164,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,7,1,boat,1600,1,1197,1,1,374498,383296,384493,102472,17,272.026,280.824,282.021,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,RN,8,2,hour,1600,1,1131,1,1,386496,395295,396426,102472,18,284.024,292.823,293.954,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,8,3,tongue,2800,1,635,2,2,398494,407293,407928,102472,19,296.022,304.821,305.456,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,6,1,beam,4000,1,1109,1,1,411692,420491,421600,102472,20,309.22,318.019,319.128,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NN,5,1,ruler,4000,1,640,1,1,426090,434888,435528,102472,21,323.618,332.416,333.056,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,dryer,1600,1,632,2,2,440487,449286,449918,102472,22,338.015,346.814,347.446,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,8,2,jazz,2800,0,726,2,1,452485,461284,462010,102472,23,350.013,358.812,359.538,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,RN,5,2,blaze,2800,1,831,1,1,465683,474482,475313,102472,24,363.211,372.01,372.841,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,8,3,visit,4000,1,563,2,2,478898,487697,488260,102472,25,376.426,385.225,385.788,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,5,2,ideals,4000,1,839,1,1,493296,502094,502933,102472,26,390.824,399.622,400.461,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,plate,2800,1,662,2,2,507693,516492,517154,102472,27,405.221,414.02,414.682,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,7,2,spark,1600,1,865,2,2,520891,529690,530555,102472,28,418.419,427.218,428.083,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,8,3,males,4000,1,663,2,2,532889,541688,542351,102472,29,430.417,439.216,439.879,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,7,2,setup,1600,1,542,2,2,547287,556086,556628,102472,30,444.815,453.614,454.156,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,answer,1600,1,749,2,2,589297,598096,598845,102472,31,486.825,495.624,496.373,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,5,2,hawk,1600,0,653,2,1,601295,610094,610747,102472,32,498.823,507.622,508.275,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NN,8,1,train,2800,1,714,1,1,613293,622092,622806,102472,33,510.821,519.62,520.334,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NN
reactive,Stern,1,158136,rea_ste_run1_158136,RN,8,2,poppy,2800,0,974,2,1,626491,635290,636264,102472,34,524.019,532.818,533.792,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,RN,7,2,wave,4000,1,693,1,1,639689,648488,649181,102472,35,537.217,546.016,546.709,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,RN,8,2,days,1600,1,783,1,1,654087,662886,663669,102472,36,551.615,560.414,561.197,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,RN,7,2,need,2800,0,978,2,1,666085,674884,675862,102472,37,563.613,572.412,573.39,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,hose,2800,1,971,2,2,679283,688098,689069,102472,38,576.811,585.626,586.597,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,RN,5,2,drip,4000,1,978,1,1,692498,701296,702274,102472,39,590.026,598.824,599.802,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5RN
reactive,Stern,1,158136,rea_ste_run1_158136,NN,5,1,finger,4000,1,795,1,1,706895,715694,716489,102472,40,604.423,613.222,614.017,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NN
reactive,Stern,1,158136,rea_ste_run1_158136,NP,8,2,charge,2800,0,1004,1,2,721293,730092,731096,102472,41,618.821,627.62,628.624,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,7,1,drum,1600,1,854,2,2,734491,743289,744143,102472,42,632.019,640.817,641.671,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,5,3,spell,1600,1,612,2,2,746489,755288,755900,102472,43,644.017,652.816,653.428,28.414,256.412,484.426,228.033,456.03,684.027,LL5,LL5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,6,1,people,4000,1,847,2,2,758487,767286,768133,102472,44,656.015,664.814,665.661,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,1,158136,rea_ste_run1_158136,NP,8,2,rattle,4000,1,632,2,2,772885,781683,782315,102472,45,670.413,679.211,679.843,28.414,256.412,484.426,228.033,456.03,684.027,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NN,5,1,food,4000,1,1090,1,1,65997,74795,75885,35171,1,30.826,39.624,40.714,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,8,2,rider,1600,1,746,2,2,80394,89193,89939,35171,2,45.223,54.022,54.768,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,8,2,slug,2800,1,1074,1,1,92392,101191,102265,35171,3,57.221,66.02,67.094,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,RN,8,2,witch,1600,1,995,1,1,105590,114389,115384,35171,4,70.419,79.218,80.213,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,RN,5,2,stain,2800,1,846,1,1,117588,126387,127233,35171,5,82.417,91.216,92.062,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NN,7,1,herd,2800,1,858,1,1,130786,139585,140443,35171,6,95.615,104.414,105.272,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,7,1,flag,4000,1,748,2,2,143984,152783,153531,35171,7,108.813,117.612,118.36,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,6,1,maid,4000,1,836,1,1,158382,167197,168033,35171,8,123.211,132.026,132.862,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,6,1,wall,1600,1,805,2,2,172796,181595,182400,35171,9,137.625,146.424,147.229,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,zipper,1600,1,761,2,2,184795,193593,194354,35171,10,149.624,158.422,159.183,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,5,2,pair,1600,1,1129,1,1,196793,205591,206720,35171,11,161.622,170.42,171.549,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,8,2,tree,4000,1,599,2,2,208791,217589,218188,35171,12,173.62,182.418,183.017,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,photo,2800,1,594,2,2,223188,231987,232581,35171,13,188.017,196.816,197.41,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,girl,4000,1,549,2,2,236386,245185,245734,35171,14,201.215,210.014,210.563,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,7,1,quart,2800,0,1215,2,1,250784,259583,260798,35171,15,215.613,224.412,225.627,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NN,8,1,rest,4000,1,797,1,1,293994,302793,303590,35171,16,258.823,267.622,268.419,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,7,2,singer,1600,1,916,2,2,308392,317190,318106,35171,17,273.221,282.019,282.935,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,8,2,prince,1600,1,732,1,1,320390,329188,329920,35171,18,285.219,294.017,294.749,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,pals,1600,1,696,2,2,332388,341186,341882,35171,19,297.217,306.015,306.711,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,cotton,4000,1,557,2,2,344386,353185,353742,35171,20,309.215,318.014,318.571,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,chest,4000,1,765,2,2,358784,367582,368347,35171,21,323.613,332.411,333.176,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,8,2,dawn,4000,1,653,2,2,373198,381997,382650,35171,22,338.027,346.826,347.479,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,5,2,praise,4000,1,837,1,1,387596,396394,397231,35171,23,352.425,361.223,362.06,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5RN
reactive,Stern,2,158136,rea_ste_run2_158136,RN,5,2,walker,2800,1,830,1,1,401993,410792,411622,35171,24,366.822,375.621,376.451,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NN,5,1,grass,2800,1,779,1,1,415191,423990,424769,35171,25,380.02,388.819,389.598,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,8,2,charm,2800,1,614,2,2,428389,437188,437802,35171,26,393.218,402.017,402.631,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,8,2,barber,2800,1,1134,1,1,441587,450386,451520,35171,27,406.416,415.215,416.349,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,RN,6,1,motor,1600,1,921,1,1,454785,463584,464505,35171,28,419.614,428.413,429.334,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,RN,7,1,east,2800,1,922,1,1,466783,475582,476504,35171,29,431.612,440.411,441.333,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,7,2,oats,1600,1,569,2,2,479998,488796,489365,35171,30,444.827,453.625,454.194,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,8,3,slip,4000,1,600,2,2,521991,530790,531390,35171,31,486.82,495.619,496.219,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,7,2,note,1600,1,841,1,1,536389,545188,546029,35171,32,501.218,510.017,510.858,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,RN,5,2,tile,2800,1,934,1,1,548387,557186,558120,35171,33,513.216,522.015,522.949,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,winner,1600,1,638,2,2,561585,570384,571022,35171,34,526.414,535.213,535.851,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NN,5,1,flick,2800,1,907,1,1,573583,582398,583305,35171,35,538.412,547.227,548.134,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,8,3,glove,2800,0,1623,1,2,586798,595596,597219,35171,36,551.627,560.425,562.048,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,5,2,list,4000,1,1009,1,1,599996,608794,609803,35171,37,564.825,573.623,574.632,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,beach,4000,1,615,2,2,614393,623192,623807,35171,38,579.222,588.021,588.636,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,5,3,bugs,1600,1,388,2,2,628791,637590,637978,35171,39,593.62,602.419,602.807,28.426,256.423,484.421,228.028,456.025,684.022,LL5,LL5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,7,1,suit,1600,1,603,2,2,640789,649588,650191,35171,40,605.618,614.417,615.02,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,8,1,dock,1600,1,940,1,1,652787,661586,662526,35171,41,617.616,626.415,627.355,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,RN,6,1,folder,2800,1,736,1,1,664785,673584,674320,35171,42,629.614,638.413,639.149,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
reactive,Stern,2,158136,rea_ste_run2_158136,NP,8,3,owner,4000,1,777,2,2,677983,686782,687559,35171,43,642.812,651.611,652.388,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,NP,6,1,washer,2800,1,511,2,2,692398,701196,701707,35171,44,657.227,666.025,666.536,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5NP
reactive,Stern,2,158136,rea_ste_run2_158136,RN,7,2,void,4000,0,792,2,1,705595,714394,715186,35171,45,670.424,679.223,680.015,28.426,256.423,484.421,228.028,456.025,684.022,not5,not5RN
baseline,Stern,1,160830,bas_ste_run1_160830,NP,5,3,syrup,2800,1,1847,2,2,217433,226232,228079,186616,1,30.817,39.616,41.463,28.417,256.424,484.418,228.027,456.02,684.028,LL5,LL5NP
baseline,Stern,1,160830,bas_ste_run1_160830,NN,8,2,scale,4000,1,1422,1,1,230631,239431,240853,186616,2,44.015,52.815,54.237,28.417,256.424,484.418,228.027,456.02,684.028,not5,not5NN
baseline,Stern,1,160830,bas_ste_run1_160830,NN,8,2,doll,4000,1,1439,1,1,245030,253830,255269,186616,3,58.414,67.214,68.653,28.417,256.424,484.418,228.027,456.02,684.028,not5,not5NN
