session,task,run,subj,name,trial.type,load,numtrials,probe,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,load01,load01.trial.type
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,syrup,4000,1,1767,2,2,144578,153378,155145,113754,1,30.824,39.624,41.391,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,8,2,scale,4000,1,995,1,1,158978,167777,168772,113754,2,45.224,54.023,55.018,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NN,8,2,doll,4000,1,1579,1,1,173377,182177,183756,113754,3,59.623,68.423,70.002,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,threat,1600,0,700,1,2,187777,196577,197277,113754,4,74.023,82.823,83.523,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,6,1,parrot,1600,1,926,1,1,199777,208577,209503,113754,5,86.023,94.823,95.749,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,8,2,chance,2800,1,1121,2,2,211777,220577,221698,113754,6,98.023,106.823,107.944,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,5,2,blur,2800,1,1094,1,1,224977,233777,234871,113754,7,111.223,120.023,121.117,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,7,2,rash,1600,1,881,2,2,238176,246976,247857,113754,8,124.422,133.222,134.103,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,5,2,tube,4000,1,526,1,1,250176,258976,259502,113754,9,136.422,145.222,145.748,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,share,2800,1,1224,2,2,264576,273376,274600,113754,10,150.822,159.622,160.846,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,7,2,wealth,1600,1,949,2,2,277776,286576,287525,113754,11,164.022,172.822,173.771,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,8,2,bush,1600,0,1257,1,2,289776,298576,299833,113754,12,176.022,184.822,186.079,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,7,1,straw,2800,1,814,1,1,301776,310575,311389,113754,13,188.022,196.821,197.635,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,6,1,frost,4000,1,1273,2,2,314975,323775,325048,113754,14,201.221,210.021,211.294,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,RN,5,1,quart,2800,1,639,1,1,329375,338175,338814,113754,15,215.621,224.421,225.06,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5RN
baseline,Stern,1,107321,bas_ste_run1_107321,NN,6,1,taxi,1600,1,1007,1,1,372575,381374,382381,113754,16,258.821,267.62,268.627,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NN,8,2,liar,2800,1,1236,1,1,384574,393374,394610,113754,17,270.82,279.62,280.856,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,7,2,need,2800,1,1538,2,2,397774,406574,408112,113754,18,284.02,292.82,294.358,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,7,2,bean,2800,1,611,2,2,410974,419774,420385,113754,19,297.22,306.02,306.631,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,8,3,bees,4000,1,700,2,2,424174,432974,433674,113754,20,310.42,319.22,319.92,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,visit,2800,1,800,2,2,438574,447373,448173,113754,21,324.82,333.619,334.419,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,7,1,logic,2800,1,723,1,1,451773,460573,461296,113754,22,338.019,346.819,347.542,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,people,4000,1,1048,2,2,464973,473773,474821,113754,23,351.219,360.019,361.067,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,8,2,heater,4000,1,1277,1,1,479373,488173,489450,113754,24,365.619,374.419,375.696,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,RN,5,1,noise,4000,1,917,1,1,493773,502573,503490,113754,25,380.019,388.819,389.736,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5RN
baseline,Stern,1,107321,bas_ste_run1_107321,NN,5,2,pole,1600,0,0,,1,508173,516972,0,113754,26,394.419,403.218,-113.754,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,8,3,city,1600,0,1241,1,2,520172,528972,530213,113754,27,406.418,415.218,416.459,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,8,3,carpet,1600,1,634,2,2,532172,540972,541606,113754,28,418.418,427.218,427.852,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,tags,1600,1,655,2,2,544172,552972,553627,113754,29,430.418,439.218,439.873,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,5,2,greed,4000,1,668,1,1,556172,564972,565640,113754,30,442.418,451.218,451.886,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NN,5,2,pans,2800,1,909,1,1,600571,609371,610280,113754,31,486.817,495.617,496.526,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,muscle,1600,1,1030,2,2,613771,622571,623601,113754,32,500.017,508.817,509.847,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,8,2,bugs,1600,1,662,2,2,625771,634571,635233,113754,33,512.017,520.817,521.479,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,RN,5,1,fusion,2800,1,836,1,1,637771,646571,647407,113754,34,524.017,532.817,533.653,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5RN
baseline,Stern,1,107321,bas_ste_run1_107321,NN,8,2,shell,2800,1,1172,1,1,650971,659770,660942,113754,35,537.217,546.016,547.188,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,7,1,clue,1600,1,1197,2,2,664170,672970,674167,113754,36,550.416,559.216,560.413,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NP,8,2,wife,4000,1,1855,2,2,676170,684970,686825,113754,37,562.416,571.216,573.071,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,5,2,gift,4000,1,1342,1,1,690570,699370,700712,113754,38,576.816,585.616,586.958,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,6,1,food,2800,1,1792,2,2,704970,713770,715562,113754,39,591.216,600.016,601.808,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NP
baseline,Stern,1,107321,bas_ste_run1_107321,RN,8,1,ground,4000,0,1850,2,1,718170,726969,728819,113754,40,604.416,613.215,615.065,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5RN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,marker,2800,1,808,2,2,732569,741369,742177,113754,41,618.815,627.615,628.423,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,8,2,signal,4000,1,955,1,1,745769,754569,755524,113754,42,632.015,640.815,641.77,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NP,5,3,curve,1600,1,994,2,2,760169,768969,769963,113754,43,646.415,655.215,656.209,28.424,256.421,484.417,228.021,456.031,684.028,LL5,LL5NP
baseline,Stern,1,107321,bas_ste_run1_107321,NN,7,2,pledge,1600,1,1157,1,1,772169,780969,782126,113754,44,658.415,667.215,668.372,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,1,107321,bas_ste_run1_107321,NN,7,2,berry,4000,1,1074,1,1,784169,792968,794042,113754,45,670.415,679.214,680.288,28.424,256.421,484.417,228.021,456.031,684.028,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,north,1600,1,1105,2,2,77790,86590,87695,46975,1,30.815,39.615,40.72,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,ransom,1600,1,802,2,2,89790,98590,99392,46975,2,42.815,51.615,52.417,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,5,2,chin,2800,1,645,1,1,101790,110590,111235,46975,3,54.815,63.615,64.26,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NN,6,1,whale,4000,1,827,1,1,114990,123789,124616,46975,4,68.015,76.814,77.641,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NN,8,2,cotton,1600,1,1073,1,1,129389,138189,139262,46975,5,82.414,91.214,92.287,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,wheel,4000,1,686,2,2,141389,150189,150875,46975,6,94.414,103.214,103.9,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,RN,5,1,cabin,4000,0,0,,1,155789,164589,0,46975,7,108.814,117.614,-46.975,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5RN
baseline,Stern,2,107321,bas_ste_run2_107321,NN,5,2,hatch,2800,1,820,1,1,170189,178989,179809,46975,8,123.214,132.014,132.834,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NN,7,1,flame,2800,1,912,1,1,183389,192188,193100,46975,9,136.414,145.213,146.125,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,6,1,dollar,2800,1,826,2,2,196588,205388,206214,46975,10,149.613,158.413,159.239,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NP,8,2,exam,4000,1,671,2,2,209788,218588,219259,46975,11,162.813,171.613,172.284,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,8,2,lesson,2800,1,817,1,1,224188,232988,233805,46975,12,177.213,186.013,186.83,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,7,1,teeth,1600,1,736,2,2,237388,246188,246924,46975,13,190.413,199.213,199.949,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NP,8,2,kids,4000,1,1369,2,2,249388,258188,259557,46975,14,202.413,211.213,212.582,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,RN,7,1,jars,1600,0,979,2,1,263787,272587,273566,46975,15,216.812,225.612,226.591,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5RN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,harp,4000,1,953,2,2,305787,314587,315540,46975,16,258.812,267.612,268.565,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,8,2,sled,2800,1,780,1,1,320187,328986,329766,46975,17,273.212,282.011,282.791,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,RN,8,1,house,1600,1,1114,1,1,333386,342186,343300,46975,18,286.411,295.211,296.325,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5RN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,store,1600,0,1924,1,2,345386,354186,356110,46975,19,298.411,307.211,309.135,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,RN,5,1,soil,4000,1,1420,1,1,357386,366186,367606,46975,20,310.411,319.211,320.631,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5RN
baseline,Stern,2,107321,bas_ste_run2_107321,NN,6,1,zebra,4000,1,774,1,1,371786,380586,381360,46975,21,324.811,333.611,334.385,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,8,2,action,1600,0,957,1,2,386186,394986,395943,46975,22,339.211,348.011,348.968,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,7,1,poison,2800,1,872,1,1,398185,406985,407857,46975,23,351.21,360.01,360.882,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NN,5,2,heaven,1600,1,898,1,1,411385,420185,421083,46975,24,364.41,373.21,374.108,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,8,2,text,2800,0,1294,1,2,423385,432185,433479,46975,25,376.41,385.21,386.504,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,others,1600,1,1149,2,2,436585,445385,446534,46975,26,389.61,398.41,399.559,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NP,7,2,crime,4000,0,1478,1,2,448585,457385,458863,46975,27,401.61,410.41,411.888,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,5,2,barber,2800,1,894,1,1,462985,471784,472678,46975,28,416.01,424.809,425.703,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NN,8,2,steel,2800,1,865,1,1,476184,484984,485849,46975,29,429.209,438.009,438.874,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,7,2,cherry,4000,1,983,2,2,489384,498184,499167,46975,30,442.409,451.209,452.192,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,7,2,book,1600,1,919,1,1,533784,542583,543502,46975,31,486.809,495.608,496.527,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,7,1,photo,4000,0,1250,1,2,545783,554583,555833,46975,32,498.808,507.608,508.858,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NP,6,1,profit,4000,1,1427,2,2,560183,568983,570410,46975,33,513.208,522.008,523.435,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,7,2,word,4000,1,847,1,1,574583,583383,584230,46975,34,527.608,536.408,537.255,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,8,3,paper,4000,1,903,2,2,588983,597783,598686,46975,35,542.008,550.808,551.711,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NP,8,3,pony,1600,0,0,,2,603383,612182,0,46975,36,556.408,565.207,-46.975,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,fluid,1600,1,943,2,2,615382,624182,625125,46975,37,568.407,577.207,578.15,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,8,1,church,1600,1,804,1,1,627382,636182,636986,46975,38,580.407,589.207,590.011,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NN,5,2,story,2800,1,1609,1,1,639382,648182,649791,46975,39,592.407,601.207,602.816,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,yard,2800,1,847,2,2,652582,661382,662229,46975,40,605.607,614.407,615.254,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,RN,5,1,owner,1600,0,0,,1,665782,674582,0,46975,41,618.807,627.607,-46.975,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5RN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,5,3,honey,2800,1,841,2,2,677781,686581,687422,46975,42,630.806,639.606,640.447,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,6,1,cows,4000,1,886,1,1,690981,699781,700667,46975,43,644.006,652.806,653.692,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NN
baseline,Stern,2,107321,bas_ste_run2_107321,NP,8,3,pilot,2800,1,1633,2,2,705381,714181,715814,46975,44,658.406,667.206,668.839,28.415,256.412,484.409,228.026,456.022,684.019,not5,not5NP
baseline,Stern,2,107321,bas_ste_run2_107321,NN,5,2,train,2800,1,1107,1,1,718581,727381,728488,46975,45,671.606,680.406,681.513,28.415,256.412,484.409,228.026,456.022,684.019,LL5,LL5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NN,2,2,vision,2800,1,1871,1,1,144809,153609,155480,114000,1,30.809,39.609,41.48,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,park,4000,1,948,2,2,158009,166808,167756,114000,2,44.009,52.808,53.756,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NN,4,1,idea,4000,1,617,1,1,172408,181208,181825,114000,3,58.408,67.208,67.825,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,boiler,4000,1,1064,2,2,186808,195607,196671,114000,4,72.808,81.607,82.671,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,3,2,ranch,2800,0,1035,1,2,201207,210007,211042,114000,5,87.207,96.007,97.042,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NN,5,2,deed,1600,1,1004,1,1,214407,223220,224224,114000,6,100.407,109.22,110.224,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NN,2,2,access,1600,1,1031,1,1,226420,235219,236250,114000,7,112.42,121.219,122.25,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,4,1,ways,1600,1,1070,2,2,238419,247219,248289,114000,8,124.419,133.219,134.289,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,RN,5,1,keeper,2800,1,1669,1,1,250419,259219,260888,114000,9,136.419,145.219,146.888,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5RN
proactive,Stern,1,107321,pro_ste_run1_107321,NN,5,2,item,4000,1,922,1,1,263619,272418,273340,114000,10,149.619,158.418,159.34,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NN,3,1,hope,1600,1,1106,1,1,278018,286818,287924,114000,11,164.018,172.818,173.924,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,parent,1600,1,997,2,2,290018,298817,299814,114000,12,176.018,184.817,185.814,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,2,2,dryer,2800,0,586,1,2,302017,310817,311403,114000,13,188.017,196.817,197.403,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,2,2,suit,4000,0,1102,1,2,315217,324017,325119,114000,14,201.217,210.017,211.119,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,3,2,nail,2800,1,874,2,2,329616,338416,339290,114000,15,215.616,224.416,225.29,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,menu,1600,1,1029,2,2,372815,381615,382644,114000,16,258.815,267.615,268.644,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NN,5,2,rage,2800,1,952,1,1,384815,393614,394566,114000,17,270.815,279.614,280.566,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NN,2,2,laser,4000,1,775,1,1,398014,406814,407589,114000,18,284.014,292.814,293.589,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,2,3,wool,2800,1,796,2,2,412414,421213,422009,114000,19,298.414,307.213,308.009,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,color,4000,1,1626,2,2,425613,434413,436039,114000,20,311.613,320.413,322.039,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,3,2,saint,2800,1,942,2,2,440013,448813,449755,114000,21,326.013,334.813,335.755,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NN,4,1,critic,4000,1,1053,1,1,453212,462012,463065,114000,22,339.212,348.012,349.065,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NN,5,2,roses,2800,1,688,1,1,467612,476412,477100,114000,23,353.612,362.412,363.1,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NN,3,1,rumor,4000,1,1058,1,1,480812,489611,490669,114000,24,366.812,375.611,376.669,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,3,2,heel,2800,1,790,2,2,495211,504011,504801,114000,25,381.211,390.011,390.801,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,RN,5,1,shell,1600,1,1452,1,1,508411,517210,518662,114000,26,394.411,403.21,404.662,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5RN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,review,1600,1,1225,2,2,520410,529210,530435,114000,27,406.41,415.21,416.435,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NN,2,2,rash,1600,1,619,1,1,532410,541210,541829,114000,28,418.41,427.21,427.829,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,2,3,chip,4000,1,494,2,2,544410,553209,553703,114000,29,430.41,439.209,439.703,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,2,3,parade,1600,1,446,2,2,558809,567609,568055,114000,30,444.809,453.609,454.055,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,4,1,verse,2800,1,415,2,2,600808,609607,610022,114000,31,486.808,495.607,496.022,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NN,3,2,torch,1600,1,780,1,1,614007,622807,623587,114000,32,500.007,508.807,509.587,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NN,5,2,deal,2800,1,892,1,1,626007,634820,635712,114000,33,512.007,520.82,521.712,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,clay,2800,1,977,2,2,639220,648020,648997,114000,34,525.22,534.02,534.997,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,forest,1600,1,924,2,2,652419,661219,662143,114000,35,538.419,547.219,548.143,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NP,3,1,charge,4000,1,761,2,2,664419,673219,673980,114000,36,550.419,559.219,559.98,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NN,2,2,moose,1600,1,902,1,1,678819,687618,688520,114000,37,564.819,573.618,574.52,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,RN,5,1,chest,4000,1,1124,1,1,690818,699618,700742,114000,38,576.818,585.618,586.742,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5RN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,2,2,paste,4000,1,1074,2,2,705218,714017,715091,114000,39,591.218,600.017,601.091,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NP
proactive,Stern,1,107321,pro_ste_run1_107321,NN,3,2,donor,1600,1,672,1,1,719617,728417,729089,114000,40,605.617,614.417,615.089,28.409,256.415,484.421,228.029,456.022,684.028,not5,not5NN
proactive,Stern,1,107321,pro_ste_run1_107321,NP,5,3,advice,2800,1,876,2,2,731617,740417,741293,114000,41,617.617,626.417,627.293,28.409,256.415,484.421,228.029,456.022,684.028,LL5,LL5NP
