task,subj,baseline,proactive,reactive
Stern,814649,392.242424242424,319.681818181818,33.1818181818182
Stern,849971,-46.3333333333333,39.8333333333334,185.560606060606
Stern,877168,202.5,-89,228.666666666667
Stern,DMCC1328342,193.333333333333,128.515151515152,85.5666666666666
Stern,DMCC1596165,25.7777777777778,102.777777777778,-85.5238095238095
Stern,DMCC1971064,285.045454545455,251.583333333333,251.333333333333
Stern,DMCC2442951,295.833333333333,-190.795454545455,-32.5636363636364
Stern,DMCC2609759,290,479.416666666667,135.333333333333
Stern,DMCC2803654,772.6,54.2045454545455,316.777777777778
Stern,DMCC2834766,-7.95000000000005,92.9318181818181,166.25
Stern,DMCC3062542,280.8,262.25,126.833333333333
Stern,DMCC3963378,372.5,268.166666666667,41.1111111111112
Stern,DMCC4191255,-12.9166666666666,329.145454545454,151.916666666667
Stern,DMCC5195268,117.983333333333,224.583333333333,18.2878787878789
Stern,DMCC5775387,194.666666666667,294.416666666667,410.666666666667
Stern,DMCC6418065,51.8545454545455,128.204545454546,173.560606060606
Stern,DMCC6484785,367.6,194.636363636364,63.1060606060606
Stern,DMCC6627478,146.916666666667,82.6666666666666,231.416666666667
Stern,DMCC6671683,83.5227272727273,116.333333333333,179
Stern,DMCC6705371,309.05,263.416666666667,115.066666666667
Stern,DMCC6721369,136.939393939394,200.75,102.545454545455
Stern,DMCC7921988,172,626.054545454545,116.8
Stern,DMCC8050964,160.3,102.083333333333,44.4666666666667
Stern,DMCC8078683,228,59.5833333333333,192.166666666667
Stern,DMCC8214059,119.125,-39,-2.55555555555554
Stern,DMCC8260571,93,-33.4090909090909,83.5333333333334
Stern,DMCC9441378,94.4833333333335,472.833333333333,131.833333333333
Stern,DMCC9478705,228.416666666667,255.151515151515,73.3
Stroop,107321,101.601544289044,108.6474871502,81.4412313432836
Stroop,115825,273.412615740741,102.819444444444,138.236979166667
Stroop,123117,104.75499445061,134.36972667855,63.1181818181817
Stroop,130114,92.3137466307278,27.5126213592233,30.7660609993511
Stroop,130518,129.68704569055,61.9360587002096,56.4545187793427
Stroop,132017,140.422897196262,134.028825995807,81.9263497652581
Stroop,135730,300.508582502769,134.204301075269,66.8297101449275
Stroop,138837,321.632242990654,177.484126984127,126.611801242236
Stroop,141422,117.861500519211,50.3899572649573,100.111795774648
Stroop,150423,219.649237472767,84.755462184874,80.6200980392157
Stroop,155938,77.8736694677871,53.2549019607844,61.0743024010383
Stroop,158136,185.64126984127,68.3021642619311,94.3405889884763
Stroop,160830,126.026747062461,99.3369963369963,220.182692307692
Stroop,161832,152.378571428571,-46.9349593495936,125.510653409091
Stroop,165032,153.184933446616,-15.8857388316151,121.598004694836
Stroop,173738,143.993991989319,72.1497923156801,94.0098039215686
Stroop,178243,273.938311688312,120.546548956661,277.970238095238
Stroop,178647,161.042433110368,82.1047854785478,91.4791666666666
Stroop,178950,54.7370197300104,-21.6759259259259,24.3113900796081
Stroop,182436,110.812051894845,-54.916609471517,-0.701372074253413
Stroop,197449,58.9812500000001,59.8846153846154,74.7405303030304
Stroop,203418,165.92064372919,87.7030114226376,137.507246376812
Stroop,204319,153.23792834891,49.2063636363637,53.2782608695652
Stroop,300618,14.876168224299,34.1207165109034,84.7926739926741
Stroop,317332,141.533018867925,78.2095238095238,61.845652173913
Stroop,346945,185.069543705333,50.8915598290598,79.0315370483771
Stroop,393550,61.2690476190477,17.8047619047619,21.5460680751173
Stroop,448347,97.9194279241009,90.0880503144655,40.8611940298508
Stroop,562345,88.4722222222222,33.2649572649573,76.5555555555556
Stroop,580650,108.154984423676,47.6136938646426,84.3716108452951
Stroop,594156,142.273148148148,44.8101851851852,12.5069444444445
Stroop,601127,243.472811059908,126.355555555556,171.28125
Stroop,672756,86.9754672897196,49.8895861148197,93.8888888888888
Stroop,765864,118.364898989899,66.2962962962963,128.027777777778
Stroop,814649,187.733737244898,44.0266846361185,118.084685269306
Stroop,849971,36.9863147605083,-9.58179723502303,22.7438858695653
Stroop,877168,153.105913503972,88.8709150326797,101.666666666667
Stroop,DMCC1328342,89.7575757575758,36.8940476190476,26.0446009389672
Stroop,DMCC1596165,67.6419312169312,70.0466876070816,115.148629148629
Stroop,DMCC1971064,119.859293873313,66.4592419522326,96.306338028169
Stroop,DMCC2442951,94.4861111111111,66.9761904761905,43.4305555555555
Stroop,DMCC2609759,210.611615487316,73.6229231568016,61.3801282051281
Stroop,DMCC2803654,147.321002076843,59.9828660436138,88.2735507246376
Stroop,DMCC2834766,133.629023307436,112.430555555556,67.8565476190477
Stroop,DMCC3062542,180.881084656085,45.8981481481482,104.109154929577
Stroop,DMCC3963378,205.238624338624,128.319444444444,97.5274758454107
Stroop,DMCC4191255,107.901984126984,68.9816561844863,71.9861111111111
Stroop,DMCC5195268,113.267912772586,65.2450980392157,53.7958333333334
Stroop,DMCC5775387,140.063997821351,59.6381770529994,85.8465085638999
Stroop,DMCC6418065,107.054127725857,77.8657407407408,53.8488849765258
Stroop,DMCC6484785,92.9200280112045,50.3781746031746,68.3867370892018
Stroop,DMCC6627478,54.0039682539682,27.005062305296,27.9375
Stroop,DMCC6671683,154.541666666667,108.940420560748,54.1238095238095
Stroop,DMCC6705371,103.844498910675,82.7798742138365,75.9305555555556
Stroop,DMCC6721369,207.261904761905,106.763492063492,153.392857142857
Stroop,DMCC7921988,227.832175925926,182.49971719457,164.167532467532
Stroop,DMCC8050964,221.443925233645,103.506879543095,82.3668095529699
Stroop,DMCC8078683,77.0223651960785,24.5034013605442,58.6180555555556
Stroop,DMCC8214059,138.753805073431,93.5875661375661,130.436292270531
Stroop,DMCC8260571,0.347756410256466,19.7469478357381,51.6603260869565
Stroop,DMCC9441378,124.276688453159,146.356182795699,156.221014492754
Stroop,DMCC9478705,71.7387071651091,69.6073550212165,50.5027173913044
